id,生源地,批次,科类,选科限制,院校代码,院校名称,专业代码,专业名称,专业备注,学制,学费,计划数,新增专业,录取最低分,录取最低位次,专业组最低分,专业组最低位次,专业组最低分.1,专业组最低位次.1,计划数.1,最低分,最低位次,计划数.2,最低分.1,最低位次.1,计划数.3,最低分.2,最低位次.2,所在省,城市,本科/专科,隶属单位,院校标签,类型,公私性质,院校水平,理科,工科,文科（非经管法）,经管法,医科,设计与艺术类,语言类
8059560,湖北,本科批,历史,不限,A19315,陕西师范大学,27,新闻传播学类,(国家专项计划)(新闻学、编辑出版学、网络与新媒体；办学地点：主校区),,5500,1,,,,585.0,3748.0,585.0,3561.0,3.0,585,3561,3.0,579,3247,3.0,601,3740,陕西,陕西西安市,本科,教育部,"综合,师范,211,双一流,国家重点,保研,研究生院,省部共建,公立大学,本科","综合,师范",公办,"世界知名大学,中国高水平大学",,,1.0,,,,
8059561,湖北,本科批,历史,不限,A19315,陕西师范大学,28,公共管理类,(国家专项计划)(法学、行政管理；办学地点：主校区),,5500,2,新增,,,585.0,3748.0,585.0,3561.0,,,,,,,,,,陕西,陕西西安市,本科,教育部,"综合,师范,211,双一流,国家重点,保研,研究生院,省部共建,公立大学,本科","综合,师范",公办,"世界知名大学,中国高水平大学",,,,1.0,,,
8070880,湖北,本科批,物理,化,F78303,上海海洋大学,05,测控技术与仪器,,,7000,2,新增,,,585.0,25224.0,592.0,23010.0,,,,,,,,,,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070881,湖北,本科批,物理,化,F78303,上海海洋大学,06,能源与动力工程,,,7000,2,新增,,,585.0,25224.0,592.0,23010.0,,,,,,,,,,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070882,湖北,本科批,物理,化,F78303,上海海洋大学,07,计算机类,(计算机科学与技术、软件工程、空间信息与数字技术、数据科学与大数据技术),,7000,8,,,,585.0,25224.0,592.0,23010.0,8.0,597,20672,8.0,563,22633,8.0,585,22919,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070883,湖北,本科批,物理,化,F78303,上海海洋大学,08,包装工程,,,7000,2,新增,,,585.0,25224.0,592.0,23010.0,,,,,,,,,,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070884,湖北,本科批,物理,化,F78303,上海海洋大学,09,食品科学与工程类,(食品科学与工程、食品质量与安全),,7000,5,,,,585.0,25224.0,592.0,23010.0,3.0,593,22527,3.0,561,23630,3.0,583,23866,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070885,湖北,本科批,物理,化,F78303,上海海洋大学,10,水产类,(水产养殖学、水族科学与技术、水生动物医学),,7700,3,,,,585.0,25224.0,592.0,23010.0,3.0,592,23010,3.0,561,23630,3.0,583,23866,上海,上海浦东新区,本科,市政府,"农林,双一流,省重点,保研,研究生院,公立大学,本科,省重点",农林,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8059310,湖北,本科批,物理,化,F01005,首都师范大学,11,教育技术学,(国家专项计划),,5000,3,,,,585.0,25224.0,587.0,25378.0,3.0,,,3.0,551,29090,3.0,580,25292,北京,北京海淀区,本科,市政府,"综合,师范,双一流,省重点,保研,研究生院,省部共建,101计划,公立大学,本科,省重点","综合,师范",公办,"世界知名大学,中国高水平大学",,,1.0,,,,
8059311,湖北,本科批,物理,化,F01005,首都师范大学,12,光电信息科学与工程,(国家专项计划),,5000,2,,,,585.0,25224.0,587.0,25378.0,2.0,587,25378,2.0,562,23165,2.0,591,20159,北京,北京海淀区,本科,市政府,"综合,师范,双一流,省重点,保研,研究生院,省部共建,101计划,公立大学,本科,省重点","综合,师范",公办,"世界知名大学,中国高水平大学",,1.0,,,,,
8076335,湖北,本科批,物理,化,K48604,西安邮电大学,15,电子信息工程,(中外合作办学)(4+0模式；办学地点：长安校区),,40000,5,,,,585.0,25224.0,575.0,31699.0,5.0,575,31699,6.0,536,38201,6.0,548,41963,陕西,陕西西安市,本科,省政府,"理工,省属,省重点,研究生院,公立大学,本科,省重点",理工,公办,区域高水平大学,,1.0,,,,,
8075338,湖北,本科批,物理,不限,K15006,西南石油大学,14,工程管理,(不招单色识别不全者；办学地点：成都校区),,5760,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,3.0,557,25790,3.0,,,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,1.0,,,
8075339,湖北,本科批,物理,化,K15007,西南石油大学,15,数学与应用数学,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,3.0,561,23630,3.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",1.0,,,,,,
8075340,湖北,本科批,物理,化,K15007,西南石油大学,16,信息与计算科学,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,592,23010,3.0,559,24706,3.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075341,湖北,本科批,物理,化,K15007,西南石油大学,17,化学,(不招色盲色弱考生；办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,585,26407,3.0,552,28537,3.0,572,29250,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",1.0,,,,,,
8075342,湖北,本科批,物理,化,K15007,西南石油大学,18,应用化学,(不招色盲色弱考生；办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,585,26407,3.0,552,28537,3.0,573,28749,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",1.0,,,,,,
8075343,湖北,本科批,物理,化,K15007,西南石油大学,19,地质学,(不招色盲色弱考生；办学地点：成都校区),,6240,2,,,,585.0,25224.0,590.0,23984.0,2.0,592,23010,2.0,558,25239,2.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075344,湖北,本科批,物理,化,K15007,西南石油大学,20,机械工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,588,24886,4.0,555,26864,,,,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075345,湖北,本科批,物理,化,K15007,西南石油大学,21,材料成型及控制工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,2.0,558,25239,2.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075346,湖北,本科批,物理,化,K15007,西南石油大学,22,工业设计,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,3.0,557,25790,3.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075347,湖北,本科批,物理,化,K15007,西南石油大学,23,测控技术与仪器,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,588,24886,3.0,557,25790,3.0,577,26732,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075348,湖北,本科批,物理,化,K15007,西南石油大学,24,智能感知工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,587,25378,3.0,553,27995,,,,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075349,湖北,本科批,物理,化,K15007,西南石油大学,25,材料科学与工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,586,25911,3.0,552,28537,3.0,,,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075350,湖北,本科批,物理,化,K15007,西南石油大学,26,高分子材料与工程,(不招色盲色弱考生；办学地点：成都校区),,6240,2,,,,585.0,25224.0,590.0,23984.0,2.0,585,26407,3.0,552,28537,3.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075351,湖北,本科批,物理,化,K15007,西南石油大学,27,新能源材料与器件,(办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,3.0,588,24886,3.0,554,27439,3.0,575,27733,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075352,湖北,本科批,物理,化,K15007,西南石油大学,28,新能源科学与工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,593,22527,2.0,560,24176,2.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075353,湖北,本科批,物理,化,K15007,西南石油大学,29,储能科学与工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,587,25378,3.0,553,27995,3.0,573,28749,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075354,湖北,本科批,物理,化,K15007,西南石油大学,30,电气工程及其自动化,(办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,598,20215,5.0,561,23630,5.0,582,24358,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075355,湖北,本科批,物理,化,K15007,西南石油大学,31,通信工程,(办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,594,22035,4.0,561,23630,4.0,582,24358,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075356,湖北,本科批,物理,化,K15007,西南石油大学,32,人工智能,(办学地点：成都校区),,6240,2,,,,585.0,25224.0,590.0,23984.0,3.0,593,22527,2.0,562,23165,2.0,582,24358,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075357,湖北,本科批,物理,化,K15007,西南石油大学,33,自动化,(办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,593,22527,7.0,560,24176,5.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075358,湖北,本科批,物理,化,K15007,西南石油大学,34,机器人工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,7.0,560,24176,5.0,580,25292,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075359,湖北,本科批,物理,化,K15007,西南石油大学,35,计算机类,(计算机科学与技术、软件工程、物联网工程、数据科学与大数据技术、网络空间安全；不招单色识别不全者；办学地点：成都校区),,6240,10,,,,585.0,25224.0,590.0,23984.0,10.0,594,22035,12.0,563,22633,15.0,583,23866,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075360,湖北,本科批,物理,化,K15007,西南石油大学,36,土木工程,(办学地点：成都校区),,6240,6,,,,585.0,25224.0,590.0,23984.0,6.0,591,23490,6.0,558,25239,6.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075361,湖北,本科批,物理,化,K15007,西南石油大学,37,城市地下空间工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,3.0,558,25239,3.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075362,湖北,本科批,物理,化,K15007,西南石油大学,38,测绘工程,(办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,590,23984,3.0,557,25790,3.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075363,湖北,本科批,物理,化,K15007,西南石油大学,39,化学工程与工艺,(不招色盲色弱考生；办学地点：成都校区),,6240,4,,,,585.0,25224.0,590.0,23984.0,4.0,585,26407,3.0,552,28537,3.0,573,28749,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",1.0,1.0,,,,,
8702366,湖北,本科批,物理,化,K15007,西南石油大学,40,勘查技术与工程,办学地点，成都校区,4,6240,2,,,,585.0,25224.0,590.0,23984.0,2.0,590,23984,2.0,558,25239,2.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075365,湖北,本科批,物理,化,K15007,西南石油大学,41,资源勘查工程,(不招色盲考生；办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,591,23490,3.0,558,25239,3.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075366,湖北,本科批,物理,化,K15007,西南石油大学,42,石油工程,(办学地点：成都校区),,6240,6,,,,585.0,25224.0,590.0,23984.0,6.0,594,22035,6.0,560,24176,6.0,582,24358,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075367,湖北,本科批,物理,化,K15007,西南石油大学,43,油气储运工程,(不招色盲考生；办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,594,22035,3.0,558,25239,3.0,581,24824,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075369,湖北,本科批,物理,化,K15007,西南石油大学,45,碳储科学与工程,(办学地点：成都校区),,6240,3,新增,,,585.0,25224.0,590.0,23984.0,,,,,,,,,,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075370,湖北,本科批,物理,化,K15007,西南石油大学,46,环境工程,(不招色盲色弱考生；办学,,6240,3,,,,585.0,25224.0,590.0,23984.0,4.0,585,26407,3.0,551,29090,3.0,573,28749,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8075371,湖北,本科批,物理,化,K15007,西南石油大学,47,安全工程,(办学地点：成都校区),,6240,3,,,,585.0,25224.0,590.0,23984.0,3.0,585,26407,3.0,552,28537,3.0,579,25780,四川,四川成都市,本科,省政府,"理工,双一流,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",理工,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070268,湖北,本科批,物理,化,F57903,延边大学,11,机械设计制造及其自动化,(办学地点：延吉校区),,5400,2,,,,585.0,25224.0,589.0,24431.0,2.0,592,23010,2.0,562,23165,2.0,589,21037,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070269,湖北,本科批,物理,化,F57903,延边大学,12,高分子材料与工程,(办学地点：延吉校区),,5400,3,,,,585.0,25224.0,589.0,24431.0,3.0,589,24431,2.0,562,23165,2.0,587,21982,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070270,湖北,本科批,物理,化,F57903,延边大学,13,电子信息工程,(办学地点：延吉校区),,5940,2,,,,585.0,25224.0,589.0,24431.0,3.0,592,23010,3.0,563,22633,3.0,587,21982,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070271,湖北,本科批,物理,化,F57903,延边大学,14,通信工程,(办学地点：延吉校区),,5400,2,,,,585.0,25224.0,589.0,24431.0,3.0,592,23010,3.0,563,22633,3.0,587,21982,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070272,湖北,本科批,物理,化,F57903,延边大学,15,计算机科学与技术,(办学地点：延吉校区),,5940,2,,,,585.0,25224.0,589.0,24431.0,3.0,592,23010,3.0,563,22633,3.0,587,21982,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070273,湖北,本科批,物理,化,F57903,延边大学,16,土木工程,(办学地点：延吉校区),,5940,2,,,,585.0,25224.0,589.0,24431.0,2.0,589,24431,2.0,561,23630,2.0,587,21982,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,1.0,,,,,
8070274,湖北,本科批,物理,化,F57903,延边大学,17,临床医学,(办学地点：延吉校区)(学制：五年),,6160,2,,,,585.0,25224.0,589.0,24431.0,2.0,603,18018,2.0,570,19208,2.0,592,19742,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,,,,1.0,,
8070275,湖北,本科批,物理,化,F57903,延边大学,18,药学类,(药学、药物制剂；第三学期末分流；办学地点：延吉校区),,5600,2,,,,585.0,25224.0,589.0,24431.0,2.0,588,24886,2.0,558,25239,2.0,579,25780,吉林,吉林延边朝鲜族自治州,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,公立大学,本科",综合,公办,"中国知名大学,区域一流大学",,,,,1.0,,
8064001,湖北,本科批,历史,不限,K34502,云南大学,06,汉语言文学,(办学地点：东陆校区),,3400,4,,,,585.0,3748.0,584.0,3562.0,4.0,585,3561,4.0,575,3614,,,,云南,云南昆明市,本科,省政府,"综合,211,双一流,国家重点,保研,研究生院,省部共建,101计划,公立大学,本科",综合,公办,"世界知名大学,中国一流大学",,,,,,,1.0
8064002,湖北,本科批,历史,不限,K34502,云南大学,07,历史学,(办学地点：东陆校区),,3400,2,,,,585.0,3748.0,584.0,3562.0,2.0,584,3658,,,,,,,云南,云南昆明市,本科,省政府,"综合,211,双一流,国家重点,保研,研究生院,省部共建,101计划,公立大学,本科",综合,公办,"世界知名大学,中国一流大学",,,1.0,,,,
8071445,湖北,本科批,物理,化,H00703,浙江中医药大学,03,中医学,(办学地点：第一学年在富春校区就读)(学制：五年),,6900,2,,,,585.0,25224.0,586.0,25911.0,1.0,603,18018,1.0,562,23165,1.0,580,25292,浙江,浙江杭州市,本科,省政府,"医药,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",医药,公办,"世界知名大学,中国高水平大学",,,,,1.0,,
8071446,湖北,本科批,物理,化,H00703,浙江中医药大学,04,中医学,(5+3一体化；办学地点：第一学年在富春校区就读)(学制；五年),,6900,1,,,,585.0,25224.0,586.0,25911.0,1.0,593,22527,1.0,563,22633,,,,浙江,浙江杭州市,本科,省政府,"医药,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",医药,公办,"世界知名大学,中国高水平大学",,,,,1.0,,
8071447,湖北,本科批,物理,化,H00703,浙江中医药大学,05,针灸推拿学,(办学地点：第一学年在富春校区就读)(学制：五年),,6900,2,,,,585.0,25224.0,586.0,25911.0,1.0,592,23010,1.0,549,30237,,,,浙江,浙江杭州市,本科,省政府,"医药,省重点,保研,研究生院,省部共建,公立大学,本科,省重点",医药,公办,"世界知名大学,中国高水平大学",,,,,1.0,,
8062956,湖北,本科批,历史,不限,H54201,郑州大学,01,哲学,(办学地点：主校区),,4400,2,,,,585.0,3748.0,587.0,3329.0,1.0,587,3329,1.0,579,3247,1.0,605,3175,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,1.0,,,,
8062957,湖北,本科批,历史,不限,H54201,郑州大学,02,法学,(办学地点：主校区),,4400,5,,,,585.0,3748.0,587.0,3329.0,5.0,589,3124,5.0,579,3247,5.0,606,3039,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,,1.0,,,
8062958,湖北,本科批,历史,不限,H54201,郑州大学,03,中国语言文学类,(汉语言文学、汉语国际教育；办学地点：主校区),,4400,6,,,,585.0,3748.0,587.0,3329.0,6.0,588,3225,6.0,578,3353,6.0,604,3300,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,,,,,1.0
8062959,湖北,本科批,历史,不限,H54201,郑州大学,04,英语,(外语语种：不限；办学地点：主校区),,4400,2,,,,585.0,3748.0,587.0,3329.0,1.0,586,3447,1.0,578,3353,1.0,606,3039,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,,,,,1.0
8062960,湖北,本科批,历史,不限,H54201,郑州大学,05,新闻传播学类,(广告学、新闻学、网络与新媒体；办学地点：主校区),,4400,9,,,,585.0,3748.0,587.0,3329.0,9.0,582,3878,9.0,577,3469,9.0,603,3454,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,1.0,,,,
8062961,湖北,本科批,历史,不限,H54201,郑州大学,06,工商管理类,(会计学、工商管理；不招收单色识别不全考生；办学地点：主校区),,4400,2,,,,585.0,3748.0,587.0,3329.0,2.0,584,3658,2.0,578,3353,2.0,605,3175,河南,河南郑州市,本科,省政府,"综合,211,双一流,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",综合,公办,"世界知名大学,中国一流大学",,,,1.0,,,
8068933,湖北,本科批,物理,化,F10504,天津城建大学,22,港口航道与海岸工程,,,5400,2,新增,,,516.0,76045.0,527.0,61396.0,,,,,,,,,,天津,天津西青区,本科,市政府,"理工,省属,研究生院,公立大学,本科",理工,公办,区域知名大学,,1.0,,,,,
8064690,湖北,本科批,物理,不限,A03205,北京语言大学,23,经济学,(经济金融统计与分析),,5000,1,,,,584.0,25792.0,592.0,23010.0,1.0,593,22527,1.0,565,21636,,,,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,,1.0,,,
8064691,湖北,本科批,物理,不限,A03205,北京语言大学,24,金融学,,,5000,2,,,,584.0,25792.0,592.0,23010.0,2.0,595,21570,2.0,566,21135,2.0,590,20575,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,,1.0,,,
8064692,湖北,本科批,物理,不限,A03205,北京语言大学,25,汉语国际教育,,,5000,2,,,,584.0,25792.0,592.0,23010.0,2.0,598,20215,2.0,570,19208,2.0,590,20575,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,1.0,,,,1.0
8064693,湖北,本科批,物理,不限,A03205,北京语言大学,26,外国语言文学类,(需口试；外语语种：英语；英语、英语(英西复语)、商务英语),,6000,2,,,,584.0,25792.0,592.0,23010.0,1.0,595,21570,1.0,573,17855,1.0,591,20159,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,,,,,1.0
8064694,湖北,本科批,物理,不限,A03205,北京语言大学,27,语言学,(需口试；外语语种：英语),,5000,1,新增,,,584.0,25792.0,592.0,23010.0,,,,,,,,,,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,,,,,1.0
8064695,湖北,本科批,物理,不限,A03205,北京语言大学,28,新闻学,(国际新闻),,5000,1,新增,,,584.0,25792.0,592.0,23010.0,,,,,,,,,,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,1.0,,,,
8064696,湖北,本科批,物理,不限,A03205,北京语言大学,29,会计学,,,5000,1,,,,584.0,25792.0,592.0,23010.0,1.0,593,22527,,,,,,,北京,北京海淀区,本科,教育部,"语言,国家重点,保研,研究生院,省部共建,公立大学,本科",语言,公办,"世界知名大学,中国一流大学",,,,1.0,,,
8075514,湖北,本科批,物理,化,K15903,成都中医药大学,03,中医学,(不招收色盲色弱考生)(学制：五年),,6960,6,,,,584.0,25792.0,587.0,25378.0,4.0,591,23490,6.0,560,24176,4.0,586,22452,四川,四川成都市,本科,省政府,"医药,双一流,省重点,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",医药,公办,"中国知名大学,区域一流大学",,,,,1.0,,
8075515,湖北,本科批,物理,化,K15903,成都中医药大学,04,针灸推拿学,(不招收色盲色弱考生)(学制：五年),,6960,5,,,,584.0,25792.0,587.0,25378.0,2.0,587,25378,6.0,558,25239,4.0,585,22919,四川,四川成都市,本科,省政府,"医药,双一流,省重点,保研,研究生院,省部共建,101计划,公立大学,本科,省重点",医药,公办,"中国知名大学,区域一流大学",,,,,1.0,,
