id,生源地,批次,科类,选科限制,院校代码,专业组代码,院校名称,专业代码,专业名称,专业备注,学制,学费,计划数,新增专业,录取最低分,录取最低位次,专业组最低分,专业组最低位次,专业组最低分.1,专业组最低位次.1,计划数.1,最低分,最低位次,计划数.2,最低分.1,最低位次.1,计划数.3,最低分.2,最低位次.2,所在省,城市,本科/专科,隶属单位,院校标签,类型,公私性质,院校水平
8021605,河北,本科批,历史,,X7EC426,,惠州学院,57D1,服装设计与工程,,,,,,500,122624,,,,,,500,122624,,,,,,,,,本科,,,,,
8021702,河北,本科批,物理,,X17F248,,台州学院,4931,材料物理,,,,,,511,105893,,,,,,511,105893,,,,,,,,,本科,,,,,
8021703,河北,本科批,物理,,X17F248,,台州学院,7E23,环境工程,,,,,,512,104398,,,,,,512,104398,,,,,,,,,本科,,,,,
8021704,河北,本科批,物理,,X17F248,,台州学院,9268,数学与应用数学（师范）,师范,,,,,521,91697,,,,,,521,91697,,,,,,,,,本科,,,,,
8021705,河北,本科批,物理,,X17F248,,台州学院,97D0,临床医学,,,,,,553,52953,,,,,,553,52953,,,,,,,,,本科,,,,,
8021706,河北,本科批,历史,,X17F248,,台州学院,4931,材料物理,,,,,,511,105893,,,,,,511,105893,,,,,,,,,本科,,,,,
8021707,河北,本科批,历史,,X17F248,,台州学院,7E23,环境工程,,,,,,512,104398,,,,,,512,104398,,,,,,,,,本科,,,,,
8021708,河北,本科批,历史,,X17F248,,台州学院,9268,数学与应用数学（师范）,师范,,,,,521,91697,,,,,,521,91697,,,,,,,,,本科,,,,,
8021709,河北,本科批,历史,,X17F248,,台州学院,97D0,临床医学,,,,,,553,52953,,,,,,553,52953,,,,,,,,,本科,,,,,
8022186,河北,本科批,物理,,X5B52B5,,五邑大学,5E49,食品科学与工程,,,,,,523,88967,,,,,,523,88967,,,,,,,,,本科,,,,,
8022187,河北,本科批,物理,,X5B52B5,,五邑大学,D243,汉语言文学,,,,,,552,53989,,,,,,552,53989,,,,,,,,,本科,,,,,
8022188,河北,本科批,历史,,X5B52B5,,五邑大学,5E49,食品科学与工程,,,,,,523,88967,,,,,,523,88967,,,,,,,,,本科,,,,,
8022189,河北,本科批,历史,,X5B52B5,,五邑大学,D243,汉语言文学,,,,,,552,53989,,,,,,552,53989,,,,,,,,,本科,,,,,
8022408,河北,本科批,物理,,X6CE24E,,徐州工程学院,4A2C,物流工程,,,,,,517,97045,,,,,,517,97045,,,,,,,,,本科,,,,,
8022409,河北,本科批,物理,,X6CE24E,,徐州工程学院,6F56,工程管理,,,,,,517,97045,,,,,,517,97045,,,,,,,,,本科,,,,,
8022410,河北,本科批,物理,,X6CE24E,,徐州工程学院,53B9,食品质量与安全,,,,,,522,90382,,,,,,522,90382,,,,,,,,,本科,,,,,
8022411,河北,本科批,物理,,X6CE24E,,徐州工程学院,78FF,机械设计制造及其自动化,,,,,,547,59388,,,,,,547,59388,,,,,,,,,本科,,,,,
8022412,河北,本科批,历史,,X6CE24E,,徐州工程学院,4A2C,物流工程,,,,,,517,97045,,,,,,517,97045,,,,,,,,,本科,,,,,
8022413,河北,本科批,历史,,X6CE24E,,徐州工程学院,CCF4,���程管理,,,,,,517,97045,,,,,,517,97045,,,,,,,,,本科,,,,,
8022414,河北,本科批,历史,,X6CE24E,,徐州工程学院,53B9,食品质量与安全,,,,,,522,90382,,,,,,522,90382,,,,,,,,,本科,,,,,
8022415,河北,本科批,历史,,X6CE24E,,徐州工程学院,78FF,机械设计制造及其自动化,,,,,,547,59388,,,,,,547,59388,,,,,,,,,本科,,,,,
8022762,河北,本科批,物理,,XFA758E,,浙江海洋大学,4ECE,土木工程,,,,,,498,125913,,,,,,498,125913,,,,,,,,,本科,,,,,
8022763,河北,本科批,物理,,XFA758E,,浙江海洋大学,E670,水族科学与技术,,,,,,511,105893,,,,,,511,105893,,,,,,,,,本科,,,,,
8022764,河北,本科批,物理,,XFA758E,,浙江海洋大学,7A1F,水产养殖学,,,,,,512,104398,,,,,,512,104398,,,,,,,,,本科,,,,,
8022765,河北,本科批,物理,,XFA758E,,浙江海洋大学,05C0,船舶与海洋工程（中外合作办学）,中外合作办学,,,,,515,99972,,,,,,515,99972,,,,,,,,,本科,,,,,
8022766,河北,本科批,物理,,XFA758E,,浙江海洋大学,87D8,海洋渔业科学与技术,,,,,,525,86309,,,,,,525,86309,,,,,,,,,本科,,,,,
8022767,河北,本科批,物理,,XFA758E,,浙江海洋大学,0541,生物科学,,,,,,530,79669,,,,,,530,79669,,,,,,,,,本科,,,,,
8022768,河北,本科批,物理,,XFA758E,,浙江海洋大学,E9A7,环境科学与工程,,,,,,530,79669,,,,,,530,79669,,,,,,,,,本科,,,,,
8022769,河北,本科批,物理,,XFA758E,,浙江海洋大学,10A0,药学,,,,,,531,78429,,,,,,531,78429,,,,,,,,,本科,,,,,
8022770,河北,本科批,物理,,XFA758E,,浙江海洋大学,F620,安全工程,,,,,,533,75867,,,,,,533,75867,,,,,,,,,本科,,,,,
8022771,河北,本科批,物理,,XFA758E,,浙江海洋大学,D6ED,化学工程与工艺,,,,,,534,74627,,,,,,534,74627,,,,,,,,,本科,,,,,
8022772,河北,本科批,物理,,XFA758E,,浙江海洋大学,12CD,油气储运工程,,,,,,535,73434,,,,,,535,73434,,,,,,,,,本科,,,,,
8022773,河北,本科批,物理,,XFA758E,,浙江海洋大学,557A,港口航道与海岸工程,,,,,,535,73434,,,,,,535,73434,,,,,,,,,本科,,,,,
8022774,河北,本科批,物理,,XFA758E,,浙江海洋大学,C059,海洋科学,,,,,,535,73434,,,,,,535,73434,,,,,,,,,本科,,,,,
8022775,河北,本科批,物理,,XFA758E,,浙江海洋大学,4BF3,护理学,,,,,,537,70986,,,,,,537,70986,,,,,,,,,本科,,,,,
8022776,河北,本科批,物理,,XFA758E,,浙江海洋大学,377E,海洋资源与环境,,,,,,538,69761,,,,,,538,69761,,,,,,,,,本科,,,,,
8022777,河北,本科批,物理,,XFA758E,,浙江海洋大学,917A,海洋油气工程,,,,,,538,69761,,,,,,538,69761,,,,,,,,,本科,,,,,
8022778,河北,本科批,物理,,XFA758E,,浙江海洋大学,5E49,食品科学与工程,,,,,,538,69761,,,,,,538,69761,,,,,,,,,本科,,,,,
8022779,河北,本科批,物理,,XFA758E,,浙江海洋大学,FEEE,轮机工程（船机修造方向）,船机修造方向,,,,,541,66174,,,,,,541,66174,,,,,,,,,本科,,,,,
8022780,河北,本科批,物理,,XFA758E,,浙江海洋大学,1A45,智慧海洋技术,,,,,,541,66174,,,,,,541,66174,,,,,,,,,本科,,,,,
8022781,河北,本科批,物理,,XFA758E,,浙江海洋大学,9268,数学与应用数学（师范）,师范,,,,,551,55045,,,,,,551,55045,,,,,,,,,本科,,,,,
8022782,河北,本科批,历史,,XFA758E,,浙江海洋大学,4ECE,土木工程,,,,,,498,125913,,,,,,498,125913,,,,,,,,,本科,,,,,
8022783,河北,本科批,历史,,XFA758E,,浙江海洋大学,E670,水族科学与技术,,,,,,511,105893,,,,,,511,105893,,,,,,,,,本科,,,,,
8022784,河北,本科批,历史,,XFA758E,,浙江海洋大学,7A1F,水产养殖学,,,,,,512,104398,,,,,,512,104398,,,,,,,,,本科,,,,,
8022785,河北,本科批,历史,,XFA758E,,浙江海洋大学,05C0,船舶与海洋工程（中外合作办学）,中外合作办学,,,,,515,99972,,,,,,515,99972,,,,,,,,,本科,,,,,
