id,生源地,批次,科类,选科限制,院校代码,专业组代码,院校名称,专业代码,专业名称,专业备注,学制,学费,计划数,新增专业,录取最低分,录取最低位次,专业组最低分,专业组最低位次,专业组最低分.1,专业组最低位次.1,计划数.1,最低分,最低位次,计划数.2,最低分.1,最低位次.1,计划数.3,最低分.2,最低位次.2,所在省,城市,本科/专科,隶属单位,院校标签,类型,公私性质,院校水平
8078871,江西,本科批,物理,,X270B10,专业组501,辽宁科技学院,B9A5,计算机科学与技术,,,,,,502,85328,,,,,,502,85328,,,,,,,,,本科,,,,,
8078872,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,38B5,能源化学工程,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078873,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,262E,金属材料工程,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078874,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,F89C,生物技术,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078875,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,7E23,环境工程,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078876,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,FEF6,材料成型及控制工程,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078877,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,52FD,应用化学,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078878,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,3170,冶金工程,,,,,,485,105852,,,,,,485,105852,,,,,,,,,本科,,,,,
8078879,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,3947,智能采矿工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8078880,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,40CE,制药工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8078881,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,CEDE,道路桥梁与渡河工程,,,,,,487,103341,,,,,,487,103341,,,,,,,,,本科,,,,,
8078882,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,A2E0,测绘工程,,,,,,488,102173,,,,,,488,102173,,,,,,,,,本科,,,,,
8078883,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,A86C,遥感科学与技术,,,,,,489,100950,,,,,,489,100950,,,,,,,,,本科,,,,,
8078884,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,4718,数据科学与大数据技术,,,,,,489,100950,,,,,,489,100950,,,,,,,,,本科,,,,,
8078885,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,4ECE,土木工程,,,,,,490,99731,,,,,,490,99731,,,,,,,,,本科,,,,,
8078886,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,A5D2,测控技术与仪器,,,,,,490,99731,,,,,,490,99731,,,,,,,,,本科,,,,,
8078887,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,29F4,物联网工程,,,,,,491,98513,,,,,,491,98513,,,,,,,,,本科,,,,,
8078888,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,8684,智能制造工程,,,,,,496,92550,,,,,,496,92550,,,,,,,,,本科,,,,,
8078889,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,ECA4,通信工程,,,,,,500,87658,,,,,,500,87658,,,,,,,,,本科,,,,,
8078890,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,F11A,机器人工程,,,,,,501,86464,,,,,,501,86464,,,,,,,,,本科,,,,,
8078891,江西,本科批,历史,,X270B10,专业组501,辽宁科技学院,B9A5,计算机科学与技术,,,,,,502,85328,,,,,,502,85328,,,,,,,,,本科,,,,,
8079238,江西,本科批,物理,,X192A4A,专业组502,平顶山学院,B8DA,数学与应用数学（师范类）,师范类,,,,,484,107075,,,,,,484,107075,,,,,,,,,本科,,,,,
8079239,江西,本科批,物理,,X192A4A,专业组502,平顶山学院,BE91,医学检验技术,,,,,,484,107075,,,,,,484,107075,,,,,,,,,本科,,,,,
8079240,江西,本科批,物理,,X192A4A,专业组502,平顶山学院,8EA2,机械电子工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8079241,江西,本科批,物理,,X192A4A,专业组502,平顶山学院,29F4,物联网工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8079242,江西,本科批,物理,,X192A4A,专业组501,平顶山学院,5E19,会计学,,,,,,496,92550,,,,,,496,92550,,,,,,,,,本科,,,,,
8079243,江西,本科批,历史,,X192A4A,专业组502,平顶山学院,B8DA,数学与应用数学（师范类）,师范类,,,,,484,107075,,,,,,484,107075,,,,,,,,,本科,,,,,
8079244,江西,本科批,历史,,X192A4A,专业组502,平顶山学院,BE91,医学检验技术,,,,,,484,107075,,,,,,484,107075,,,,,,,,,本科,,,,,
8079245,江西,本科批,历史,,X192A4A,专业组502,平顶山学院,8EA2,机械电子工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8079246,江西,本科批,历史,,X192A4A,专业组502,平顶山学院,29F4,物联网工程,,,,,,486,104599,,,,,,486,104599,,,,,,,,,本科,,,,,
8079247,江西,本科批,历史,,X192A4A,专业组501,平顶山学院,5E19,会计学,,,,,,496,92550,,,,,,496,92550,,,,,,,,,本科,,,,,
8079768,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,25DE,国际经济与贸易,,,,,,499,88881,,,,,,499,88881,,,,,,,,,本科,,,,,
8079769,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,04A0,工商管理,,,,,,499,88881,,,,,,499,88881,,,,,,,,,本科,,,,,
8079770,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,0FBC,金融学,,,,,,507,79585,,,,,,507,79585,,,,,,,,,本科,,,,,
8079771,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,D254,能源经济,,,,,,509,77297,,,,,,509,77297,,,,,,,,,本科,,,,,
8079772,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,6AB9,经济学,,,,,,510,76201,,,,,,510,76201,,,,,,,,,本科,,,,,
8079773,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,21BA,财政学,,,,,,514,71873,,,,,,514,71873,,,,,,,,,本科,,,,,
8079774,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,FB18,财务管理,,,,,,514,71873,,,,,,514,71873,,,,,,,,,本科,,,,,
8079775,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,978C,审计学,,,,,,521,64584,,,,,,521,64584,,,,,,,,,本科,,,,,
8079776,江西,本科批,物理,,XE51E45,专业组501,山东工商学院,5E19,会计学,,,,,,525,60557,,,,,,525,60557,,,,,,,,,本科,,,,,
8079777,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,25DE,国际经济与贸易,,,,,,499,88881,,,,,,499,88881,,,,,,,,,本科,,,,,
8079778,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,04A0,工商管理,,,,,,499,88881,,,,,,499,88881,,,,,,,,,本科,,,,,
8079779,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,0FBC,金融学,,,,,,507,79585,,,,,,507,79585,,,,,,,,,本科,,,,,
8079780,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,D254,能源经济,,,,,,509,77297,,,,,,509,77297,,,,,,,,,本科,,,,,
8079781,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,6AB9,经济学,,,,,,510,76201,,,,,,510,76201,,,,,,,,,本科,,,,,
8079782,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,21BA,财政学,,,,,,514,71873,,,,,,514,71873,,,,,,,,,本科,,,,,
8079783,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,FB18,财务管理,,,,,,514,71873,,,,,,514,71873,,,,,,,,,本科,,,,,
8079784,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,978C,审计学,,,,,,521,64584,,,,,,521,64584,,,,,,,,,本科,,,,,
8079785,江西,本科批,历史,,XE51E45,专业组501,山东工商学院,5E19,会计学,,,,,,525,60557,,,,,,525,60557,,,,,,,,,本科,,,,,
